Sequence ID,Novelty Status,Top Hit,Top Identity (%)
gemma2_ompT_binder_85,Novel,sp|A1Z713.2| RecName: Full=Intermembrane lipid transfer protein Vps13; AltName: Full=Vacuolar protein sorting-associated protein 13 [Drosophila melanogaster],50.0
gemma2_ompT_binder_86,Novel,,0.0
gemma2_ompT_binder_87,Novel,sp|Q6XHA6.1| RecName: Full=Probable inactive serine/threonine-protein kinase roco10; AltName: Full=Ras of complex proteins and C-terminal of roc 10 [Dictyostelium discoideum],58.33
gemma2_ompT_binder_88,Novel,,0.0
gemma2_ompT_binder_89,Novel,,0.0
gemma2_ompT_binder_9,Novel,,0.0
gemma2_ompT_binder_90,Novel,,0.0
gemma2_ompT_binder_91,Novel,,0.0
gemma2_ompT_binder_92,Novel,sp|Q11WK5.1| RecName: Full=5'-nucleotidase SurE; AltName: Full=Nucleoside 5'-monophosphate phosphohydrolase [Cytophaga hutchinsonii ATCC 33406],44.44
gemma2_ompT_binder_93,Novel,sp|Q9HB55.1| RecName: Full=Cytochrome P450 3A43 [Homo sapiens],61.54
gemma2_ompT_binder_94,Novel,,0.0
gemma2_ompT_binder_14,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_28,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_29,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_3,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_35,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_37,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_40,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_41,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_42,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_54,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_55,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_56,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_57,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_58,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_6,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_60,Novel,,0.0
gemma2_ompT_binder_77,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_78,Novel,sp|A2RI45.1| RecName: Full=Biotin transporter BioY2; AltName: Full=Biotin ECF transporter S component BioY2 [Lactococcus cremoris subsp. cremoris MG1363],63.64
gemma2_ompT_binder_79,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_95,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_96,Novel,,0.0
gemma2_ompT_binder_97,Novel,,0.0
gemma2_ompT_binder_98,Unknown (BLAST failed),BLAST analysis failed,0.0
gemma2_ompT_binder_99,Novel,,0.0
