Receptor	Ligand	Binding Energy (REU)	Interface Contacts	Receptor Interface Residues	Ligand Interface Residues	Status	Timestamp
ompT_cleaned	deepseek_r1_ompT_binder_11_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1334.60	87	27	11	Success	2025-04-03 03:47:07
ompT_cleaned	deepseek_r1_ompT_binder_11_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000	5848.82	133	47	9	Success	2025-04-03 03:47:32
ompT_cleaned	deepseek_r1_ompT_binder_12_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000	41.43	56	26	9	Success	2025-04-03 03:47:56
ompT_cleaned	deepseek_r1_ompT_binder_12_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	1899.97	91	36	10	Success	2025-04-03 03:48:20
ompT_cleaned	deepseek_r1_ompT_binder_12_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	1084.97	89	34	11	Success	2025-04-03 03:48:44
ompT_cleaned	deepseek_r1_ompT_binder_12_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000	1008.07	75	32	9	Success	2025-04-03 03:49:08
ompT_cleaned	deepseek_r1_ompT_binder_12_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	87.66	55	26	9	Success	2025-04-03 03:49:32
ompT_cleaned	deepseek_r1_ompT_binder_13_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	99.36	30	12	8	Success	2025-04-03 03:49:56
ompT_cleaned	deepseek_r1_ompT_binder_13_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	3347.25	73	35	9	Success	2025-04-03 03:50:19
ompT_cleaned	deepseek_r1_ompT_binder_13_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	1079.64	73	29	8	Success	2025-04-03 03:50:42
ompT_cleaned	deepseek_r1_ompT_binder_13_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	765.59	50	21	8	Success	2025-04-03 03:51:05
ompT_cleaned	deepseek_r1_ompT_binder_13_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000	3835.26	93	38	8	Success	2025-04-03 03:51:28
ompT_cleaned	deepseek_r1_ompT_binder_14_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	35350.25	358	65	19	Success	2025-04-03 03:52:04
ompT_cleaned	deepseek_r1_ompT_binder_14_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	10092.50	217	37	19	Success	2025-04-03 03:52:40
ompT_cleaned	deepseek_r1_ompT_binder_14_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	27606.59	355	60	21	Success	2025-04-03 03:53:16
ompT_cleaned	deepseek_r1_ompT_binder_14_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	3017.94	134	30	20	Success	2025-04-03 03:53:52
ompT_cleaned	deepseek_r1_ompT_binder_14_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000	40969.20	480	91	21	Success	2025-04-03 03:54:28
ompT_cleaned	deepseek_r1_ompT_binder_15_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	148.84	43	18	7	Success	2025-04-03 03:54:50
ompT_cleaned	deepseek_r1_ompT_binder_15_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	3251.72	67	34	6	Success	2025-04-03 03:55:10
ompT_cleaned	deepseek_r1_ompT_binder_15_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	323.59	51	23	7	Success	2025-04-03 03:55:31
ompT_cleaned	deepseek_r1_ompT_binder_15_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	403.92	56	27	8	Success	2025-04-03 03:55:53
ompT_cleaned	deepseek_r1_ompT_binder_15_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	129.03	33	19	7	Success	2025-04-03 03:56:15
ompT_cleaned	deepseek_r1_ompT_binder_16_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	1920.54	74	33	9	Success	2025-04-03 03:56:38
ompT_cleaned	deepseek_r1_ompT_binder_16_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	192.29	45	19	9	Success	2025-04-03 03:57:02
ompT_cleaned	deepseek_r1_ompT_binder_16_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	2391.71	107	39	10	Success	2025-04-03 03:57:26
ompT_cleaned	deepseek_r1_ompT_binder_16_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	114.77	34	15	8	Success	2025-04-03 03:57:50
ompT_cleaned	deepseek_r1_ompT_binder_16_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000	5898.48	95	40	9	Success	2025-04-03 03:58:13
ompT_cleaned	deepseek_r1_ompT_binder_17_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	1634.67	63	35	5	Success	2025-04-03 03:58:32
ompT_cleaned	deepseek_r1_ompT_binder_17_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	1684.21	52	30	6	Success	2025-04-03 03:58:51
ompT_cleaned	deepseek_r1_ompT_binder_17_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	6328.52	89	39	5	Success	2025-04-03 03:59:11
ompT_cleaned	deepseek_r1_ompT_binder_17_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	3381.87	71	34	5	Success	2025-04-03 03:59:30
ompT_cleaned	deepseek_r1_ompT_binder_17_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	3677.82	71	39	6	Success	2025-04-03 03:59:49
ompT_cleaned	deepseek_r1_ompT_binder_18_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	2215.89	59	21	7	Success	2025-04-03 04:00:10
ompT_cleaned	deepseek_r1_ompT_binder_18_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	270.94	41	24	6	Success	2025-04-03 04:00:32
ompT_cleaned	deepseek_r1_ompT_binder_18_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	-12.26	40	24	6	Success	2025-04-03 04:00:52
ompT_cleaned	deepseek_r1_ompT_binder_18_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	-10.32	30	15	6	Success	2025-04-03 04:01:13
ompT_cleaned	deepseek_r1_ompT_binder_18_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	20.30	38	20	7	Success	2025-04-03 04:01:34
ompT_cleaned	deepseek_r1_ompT_binder_19_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	14400.10	205	47	18	Success	2025-04-03 04:02:08
ompT_cleaned	deepseek_r1_ompT_binder_19_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	15099.50	198	47	15	Success	2025-04-03 04:02:41
ompT_cleaned	deepseek_r1_ompT_binder_19_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	41488.04	427	86	19	Success	2025-04-03 04:03:15
ompT_cleaned	deepseek_r1_ompT_binder_19_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	4285.16	133	36	17	Success	2025-04-03 04:03:48
ompT_cleaned	deepseek_r1_ompT_binder_19_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000	11169.56	189	44	18	Success	2025-04-03 04:04:22
ompT_cleaned	deepseek_r1_ompT_binder_1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	1510.13	69	29	8	Success	2025-04-03 04:04:46
ompT_cleaned	deepseek_r1_ompT_binder_1_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	6167.36	117	42	8	Success	2025-04-03 04:05:11
ompT_cleaned	deepseek_r1_ompT_binder_1_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	5142.98	105	39	10	Success	2025-04-03 04:05:36
ompT_cleaned	deepseek_r1_ompT_binder_1_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	4657.48	112	47	10	Success	2025-04-03 04:06:01
ompT_cleaned	deepseek_r1_ompT_binder_1_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	1626.52	72	31	9	Success	2025-04-03 04:06:25
ompT_cleaned	deepseek_r1_ompT_binder_20_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	8188.70	183	49	19	Success	2025-04-03 04:07:03
ompT_cleaned	deepseek_r1_ompT_binder_20_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	8662.62	229	50	21	Success	2025-04-03 04:07:41
ompT_cleaned	deepseek_r1_ompT_binder_20_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	19650.93	250	68	19	Success	2025-04-03 04:08:19
ompT_cleaned	deepseek_r1_ompT_binder_20_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	26158.91	298	90	21	Success	2025-04-03 04:08:58
ompT_cleaned	deepseek_r1_ompT_binder_20_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	1703.41	129	46	12	Success	2025-04-03 04:09:37
ompT_cleaned	deepseek_r1_ompT_binder_21_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	6746.17	88	38	9	Success	2025-04-03 04:10:00
ompT_cleaned	deepseek_r1_ompT_binder_21_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	6736.52	121	40	10	Success	2025-04-03 04:10:24
ompT_cleaned	deepseek_r1_ompT_binder_21_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	999.91	71	28	8	Success	2025-04-03 04:10:48
ompT_cleaned	deepseek_r1_ompT_binder_21_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1149.19	70	27	9	Success	2025-04-03 04:11:11
ompT_cleaned	deepseek_r1_ompT_binder_21_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	920.00	54	28	9	Success	2025-04-03 04:11:35
ompT_cleaned	deepseek_r1_ompT_binder_22_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	1575.25	48	24	7	Success	2025-04-03 04:11:57
ompT_cleaned	deepseek_r1_ompT_binder_22_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	1637.25	68	31	6	Success	2025-04-03 04:12:19
ompT_cleaned	deepseek_r1_ompT_binder_22_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	11457.08	117	57	6	Success	2025-04-03 04:12:41
ompT_cleaned	deepseek_r1_ompT_binder_22_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000	4939.76	88	38	8	Success	2025-04-03 04:13:02
ompT_cleaned	deepseek_r1_ompT_binder_22_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	826.76	43	24	7	Success	2025-04-03 04:13:24
ompT_cleaned	deepseek_r1_ompT_binder_23_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	4.32	38	18	6	Success	2025-04-03 04:13:44
ompT_cleaned	deepseek_r1_ompT_binder_23_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	119.99	28	16	5	Success	2025-04-03 04:14:04
ompT_cleaned	deepseek_r1_ompT_binder_23_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	-14.44	25	15	5	Success	2025-04-03 04:14:24
ompT_cleaned	deepseek_r1_ompT_binder_23_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	3714.76	66	33	6	Success	2025-04-03 04:14:44
ompT_cleaned	deepseek_r1_ompT_binder_23_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	-11.20	31	15	6	Success	2025-04-03 04:15:04
ompT_cleaned	deepseek_r1_ompT_binder_24_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	826.61	59	29	6	Success	2025-04-03 04:15:23
ompT_cleaned	deepseek_r1_ompT_binder_24_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	2129.85	64	32	6	Success	2025-04-03 04:15:41
ompT_cleaned	deepseek_r1_ompT_binder_24_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	-17.39	38	20	5	Success	2025-04-03 04:16:00
ompT_cleaned	deepseek_r1_ompT_binder_24_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	155.03	27	15	5	Success	2025-04-03 04:16:19
ompT_cleaned	deepseek_r1_ompT_binder_24_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	2009.37	66	34	6	Success	2025-04-03 04:16:37
ompT_cleaned	deepseek_r1_ompT_binder_25_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	6806.50	150	38	12	Success	2025-04-03 04:17:05
ompT_cleaned	deepseek_r1_ompT_binder_25_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	5025.96	112	37	12	Success	2025-04-03 04:17:33
ompT_cleaned	deepseek_r1_ompT_binder_25_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	17732.81	235	66	13	Success	2025-04-03 04:18:01
ompT_cleaned	deepseek_r1_ompT_binder_25_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1712.06	103	35	12	Success	2025-04-03 04:18:29
ompT_cleaned	deepseek_r1_ompT_binder_25_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	962.27	82	33	10	Success	2025-04-03 04:18:57
ompT_cleaned	deepseek_r1_ompT_binder_26_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	26515.66	341	76	15	Success	2025-04-03 04:19:33
ompT_cleaned	deepseek_r1_ompT_binder_26_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	7945.10	212	42	24	Success	2025-04-03 04:20:08
ompT_cleaned	deepseek_r1_ompT_binder_26_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	14918.36	264	51	23	Success	2025-04-03 04:20:43
ompT_cleaned	deepseek_r1_ompT_binder_26_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000	32556.63	376	67	20	Success	2025-04-03 04:21:18
ompT_cleaned	deepseek_r1_ompT_binder_26_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	305.98	64	28	13	Success	2025-04-03 04:21:53
ompT_cleaned	deepseek_r1_ompT_binder_27_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	-12.72	21	13	4	Success	2025-04-03 04:22:12
ompT_cleaned	deepseek_r1_ompT_binder_27_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	219.70	32	20	5	Success	2025-04-03 04:22:30
ompT_cleaned	deepseek_r1_ompT_binder_27_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	-9.11	19	12	4	Success	2025-04-03 04:22:49
ompT_cleaned	deepseek_r1_ompT_binder_27_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	-12.59	23	15	5	Success	2025-04-03 04:23:08
ompT_cleaned	deepseek_r1_ompT_binder_27_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	-12.41	30	16	7	Success	2025-04-03 04:23:27
ompT_cleaned	deepseek_r1_ompT_binder_28_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	-10.65	30	12	6	Success	2025-04-03 04:23:50
ompT_cleaned	deepseek_r1_ompT_binder_28_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	1068.39	73	28	9	Success	2025-04-03 04:24:12
ompT_cleaned	deepseek_r1_ompT_binder_28_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	4087.11	100	35	9	Success	2025-04-03 04:24:35
ompT_cleaned	deepseek_r1_ompT_binder_28_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	1311.99	47	23	8	Success	2025-04-03 04:24:58
ompT_cleaned	deepseek_r1_ompT_binder_28_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000	3647.59	71	34	8	Success	2025-04-03 04:25:21
ompT_cleaned	deepseek_r1_ompT_binder_29_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	20677.20	265	54	16	Success	2025-04-03 04:25:54
ompT_cleaned	deepseek_r1_ompT_binder_29_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	11040.67	173	37	17	Success	2025-04-03 04:26:26
ompT_cleaned	deepseek_r1_ompT_binder_29_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	1808.17	135	32	19	Success	2025-04-03 04:26:59
ompT_cleaned	deepseek_r1_ompT_binder_29_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	10318.33	212	49	15	Success	2025-04-03 04:27:31
ompT_cleaned	deepseek_r1_ompT_binder_29_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000	27431.31	307	62	17	Success	2025-04-03 04:28:04
ompT_cleaned	deepseek_r1_ompT_binder_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000	7496.18	179	47	16	Success	2025-04-03 04:28:32
ompT_cleaned	deepseek_r1_ompT_binder_2_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	13643.39	193	47	14	Success	2025-04-03 04:29:00
ompT_cleaned	deepseek_r1_ompT_binder_2_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	1998.76	133	38	16	Success	2025-04-03 04:29:29
ompT_cleaned	deepseek_r1_ompT_binder_2_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000	19.13	79	28	15	Success	2025-04-03 04:29:58
ompT_cleaned	deepseek_r1_ompT_binder_2_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	1639.10	131	36	16	Success	2025-04-03 04:30:27
ompT_cleaned	deepseek_r1_ompT_binder_30_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	178.80	60	21	8	Success	2025-04-03 04:30:50
ompT_cleaned	deepseek_r1_ompT_binder_30_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000	196.16	60	22	9	Success	2025-04-03 04:31:14
ompT_cleaned	deepseek_r1_ompT_binder_30_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	7366.23	103	42	9	Success	2025-04-03 04:31:38
ompT_cleaned	deepseek_r1_ompT_binder_30_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	1235.61	74	28	9	Success	2025-04-03 04:32:01
ompT_cleaned	deepseek_r1_ompT_binder_30_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000	5849.58	110	43	9	Success	2025-04-03 04:32:24
ompT_cleaned	deepseek_r1_ompT_binder_31_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	18910.17	252	56	17	Success	2025-04-03 04:32:56
ompT_cleaned	deepseek_r1_ompT_binder_31_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	19985.38	245	54	16	Success	2025-04-03 04:33:27
ompT_cleaned	deepseek_r1_ompT_binder_31_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	11648.44	228	51	17	Success	2025-04-03 04:33:59
ompT_cleaned	deepseek_r1_ompT_binder_31_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	6473.66	153	34	15	Success	2025-04-03 04:34:30
ompT_cleaned	deepseek_r1_ompT_binder_31_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	10965.88	163	44	15	Success	2025-04-03 04:35:02
ompT_cleaned	deepseek_r1_ompT_binder_32_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	214.48	51	22	8	Success	2025-04-03 04:35:23
ompT_cleaned	deepseek_r1_ompT_binder_32_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	848.21	64	25	8	Success	2025-04-03 04:35:45
ompT_cleaned	deepseek_r1_ompT_binder_32_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	365.71	39	21	5	Success	2025-04-03 04:36:07
ompT_cleaned	deepseek_r1_ompT_binder_32_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	114.71	66	26	7	Success	2025-04-03 04:36:28
ompT_cleaned	deepseek_r1_ompT_binder_32_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	-8.36	51	24	8	Success	2025-04-03 04:36:49
ompT_cleaned	deepseek_r1_ompT_binder_33_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	1960.32	80	29	9	Success	2025-04-03 04:37:14
ompT_cleaned	deepseek_r1_ompT_binder_33_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	7816.86	140	50	9	Success	2025-04-03 04:37:39
ompT_cleaned	deepseek_r1_ompT_binder_33_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000	36.86	58	24	11	Success	2025-04-03 04:38:03
ompT_cleaned	deepseek_r1_ompT_binder_33_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	6830.60	111	42	10	Success	2025-04-03 04:38:28
ompT_cleaned	deepseek_r1_ompT_binder_33_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	5131.16	111	42	10	Success	2025-04-03 04:38:53
ompT_cleaned	deepseek_r1_ompT_binder_34_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	5282.95	110	44	9	Success	2025-04-03 04:39:17
ompT_cleaned	deepseek_r1_ompT_binder_34_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	3235.10	102	38	9	Success	2025-04-03 04:39:42
ompT_cleaned	deepseek_r1_ompT_binder_34_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	6882.67	125	41	9	Success	2025-04-03 04:40:06
ompT_cleaned	deepseek_r1_ompT_binder_34_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000	7477.81	130	46	9	Success	2025-04-03 04:40:30
ompT_cleaned	deepseek_r1_ompT_binder_34_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	170.23	71	36	9	Success	2025-04-03 04:40:54
ompT_cleaned	deepseek_r1_ompT_binder_35_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000	841.96	91	33	9	Success	2025-04-03 04:41:18
ompT_cleaned	deepseek_r1_ompT_binder_35_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000	1053.64	76	29	10	Success	2025-04-03 04:41:42
ompT_cleaned	deepseek_r1_ompT_binder_35_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	1843.82	82	33	9	Success	2025-04-03 04:42:06
ompT_cleaned	deepseek_r1_ompT_binder_35_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	3639.67	86	35	9	Success	2025-04-03 04:42:30
ompT_cleaned	deepseek_r1_ompT_binder_35_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	3164.42	88	39	10	Success	2025-04-03 04:42:54
ompT_cleaned	deepseek_r1_ompT_binder_36_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000	5269.30	102	38	13	Success	2025-04-03 04:43:22
ompT_cleaned	deepseek_r1_ompT_binder_36_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000	4953.74	115	40	13	Success	2025-04-03 04:43:49
ompT_cleaned	deepseek_r1_ompT_binder_36_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000	16000.21	221	63	12	Success	2025-04-03 04:44:17
ompT_cleaned	deepseek_r1_ompT_binder_36_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000	4324.11	113	39	13	Success	2025-04-03 04:44:45
ompT_cleaned	deepseek_r1_ompT_binder_36_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000	7784.88	160	45	13	Success	2025-04-03 04:45:13
ompT_cleaned	deepseek_r1_ompT_binder_37_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000	9594.15	265	71	20	Success	2025-04-03 04:45:48
ompT_cleaned	deepseek_r1_ompT_binder_37_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000	3262.13	114	30	16	Success	2025-04-03 04:46:22
ompT_cleaned	deepseek_r1_ompT_binder_37_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000	34146.45	428	90	19	Success	2025-04-03 04:46:57
ompT_cleaned	deepseek_r1_ompT_binder_37_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000	3590.46	195	60	20	Success	2025-04-03 04:47:32
ompT_cleaned	deepseek_r1_ompT_binder_37_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	-16.15	35	15	9	Success	2025-04-03 04:48:06
ompT_cleaned	deepseek_r1_ompT_binder_38_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	2019.03	52	24	7	Success	2025-04-03 04:48:28
ompT_cleaned	deepseek_r1_ompT_binder_38_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	669.81	45	23	6	Success	2025-04-03 04:48:49
ompT_cleaned	deepseek_r1_ompT_binder_38_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000	58.20	43	19	6	Success	2025-04-03 04:49:11
ompT_cleaned	deepseek_r1_ompT_binder_38_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000	196.99	50	24	7	Success	2025-04-03 04:49:33
ompT_cleaned	deepseek_r1_ompT_binder_38_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	-13.29	30	13	6	Success	2025-04-03 04:49:53
ompT_cleaned	deepseek_r1_ompT_binder_39_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000	3955.38	78	34	8	Success	2025-04-03 04:50:15
ompT_cleaned	deepseek_r1_ompT_binder_39_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000	5671.54	92	42	7	Success	2025-04-03 04:50:36
ompT_cleaned	deepseek_r1_ompT_binder_39_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000	1746.80	62	31	7	Success	2025-04-03 04:50:58
ompT_cleaned	deepseek_r1_ompT_binder_39_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000	260.31	44	22	7	Success	2025-04-03 04:51:20
ompT_cleaned	deepseek_r1_ompT_binder_39_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000	2646.49	90	43	7	Success	2025-04-03 04:51:41
